id_cliente,nome,email,uf,cidade,status_email,flag_recebe_email,tipo_problema,nivel_prioridade,pedidos_confirmados,pedidos_pendentes,pedidos_cancelados,pedidos_outros,total_pedidos,valor_pendente,valor_cancelado,valor_total_historico,percentual_pendentes,percentual_cancelados,primeira_compra,ultima_compra,meios_pagamento_usados,departamentos_comprados,acao_recomendada,segmento_campanha
151099.0,VALENTINA,151099@testexp00.com.br,RS,PORTO ALEGRE,nao_pode_receber_emails,0,tem_pendencias,alta_prioridade,8,2,0,0,10,87540.0,0.0,264150.0,20.0,0.0,2020-10-01 00:00:00,2021-04-30 00:00:00,BOLETO,"AUDIO,INFORMATICA,TELEFONIA,LIVROS,MODA",tentar contato telefônico ou sms,campanha_urgente_outros
128012.0,NELSON,128012@testexp00.com.br,SP,SÃO PAULO,pode_receber_emails,1,tem_pendencias,alta_prioridade,5,4,0,0,9,86891.0,0.0,94306.1,44.44,0.0,2019-09-10 00:00:00,2021-05-28 00:00:00,DINHEIRO,"ACESSORIOS,AUDIO,MODA,INFORMATICA,TELEFONIA",enviar email de lembrete de pagamento,campanha_urgente_email
167887.0,SILVIA,167887@testexp00.com.br,,,pode_receber_emails,1,tem_pendencias,alta_prioridade,0,4,0,0,4,86016.0,0.0,86016.0,100.0,0.0,2021-04-01 00:00:00,2021-04-01 00:00:00,BOLETO,"INFORMATICA,TELEFONIA,MODA",enviar email de lembrete de pagamento,campanha_urgente_email
174850.0,CAUAN,174850@testexp00.com.br,RS,PORTO ALEGRE,pode_receber_emails,1,tem_pendencias,alta_prioridade,0,4,6,0,10,81919.2,14172.6,96091.8,40.0,60.0,2021-01-12 00:00:00,2021-03-19 00:00:00,DINHEIRO,"AUDIO,INFORMATICA,LIVROS,UTILIDADES",enviar email de lembrete de pagamento,campanha_urgente_email
172201.0,PAULO,172201@testexp00.com.br,,,pode_receber_emails,1,tem_pendencias,alta_prioridade,2,2,0,0,4,81417.6,0.0,109359.0,50.0,0.0,2020-12-03 00:00:00,2021-09-10 00:00:00,BOLETO,"ACESSORIOS,TELEFONIA,INFORMATICA",enviar email de lembrete de pagamento,campanha_urgente_email
174538.0,TADEU,174538@testexp00.com.br,,,pode_receber_emails,1,tem_pendencias,alta_prioridade,0,4,0,0,4,81338.4,0.0,81338.4,100.0,0.0,2021-04-23 00:00:00,2021-04-23 00:00:00,DINHEIRO,INFORMATICA,enviar email de lembrete de pagamento,campanha_urgente_email
89292.0,ALINE,89292@testexp00.com.br,MG,BELO HORIZONTE,nao_pode_receber_emails,0,tem_pendencias,alta_prioridade,0,8,8,0,16,80809.52,27515.84,108325.36,50.0,50.0,2019-04-09 00:00:00,2021-06-11 00:00:00,CC,"AUDIO,INFORMATICA,ACESSORIOS",tentar contato telefônico ou sms,campanha_urgente_outros
173640.0,ALTAIR,173640@testexp00.com.br,,,pode_receber_emails,1,tem_pendencias,alta_prioridade,0,8,0,0,8,80739.72,0.0,80739.72,100.0,0.0,2021-05-18 00:00:00,2021-05-18 00:00:00,DINHEIRO,"AUDIO,INFORMATICA,TELEFONIA",enviar email de lembrete de pagamento,campanha_urgente_email
174908.0,FERNANDA,174908@testexp00.com.br,SP,SÃO PAULO,pode_receber_emails,1,tem_pendencias,alta_prioridade,0,5,0,0,5,80592.0,0.0,80592.0,100.0,0.0,2021-04-12 00:00:00,2021-04-12 00:00:00,DINHEIRO,"AUDIO,BELEZA,INFORMATICA",enviar email de lembrete de pagamento,campanha_urgente_email
163195.0,GERSON,163195@testexp00.com.br,SP,SÃO PAULO,pode_receber_emails,1,tem_pendencias,alta_prioridade,0,2,0,0,2,76164.0,0.0,76164.0,100.0,0.0,2021-05-06 00:00:00,2021-05-06 00:00:00,BOLETO,INFORMATICA,enviar email de lembrete de pagamento,campanha_urgente_email
128058.0,MARCIA,128058@testexp00.com.br,SP,LIMEIRA,nao_pode_receber_emails,0,tem_pendencias,alta_prioridade,5,7,0,0,12,75568.5,0.0,110103.0,58.33,0.0,2019-09-27 00:00:00,2021-05-06 00:00:00,DINHEIRO,"BELEZA,INFORMATICA,MODA,UTILIDADES,AUDIO",tentar contato telefônico ou sms,campanha_urgente_outros
189570.0,FERNANDA,189570@testexp00.com.br,,,pode_receber_emails,1,tem_pendencias,alta_prioridade,0,2,0,0,2,74432.0,0.0,74432.0,100.0,0.0,2021-05-26 00:00:00,2021-05-26 00:00:00,DINHEIRO,"INFORMATICA,LIVROS",enviar email de lembrete de pagamento,campanha_urgente_email
157715.0,DEISE,157715@testexp00.com.br,GO,GOIÂNIA,pode_receber_emails,1,tem_pendencias,alta_prioridade,5,4,0,0,9,70980.0,0.0,101886.96,44.44,0.0,2020-08-20 00:00:00,2021-06-12 00:00:00,BOLETO,"AUDIO,LIVROS,TELEFONIA,ACESSORIOS",enviar email de lembrete de pagamento,campanha_urgente_email
172760.0,ANNY,172760@testexp00.com.br,BA,FEIRA DE SANTANA,pode_receber_emails,1,tem_pendencias,alta_prioridade,3,2,0,0,5,70956.0,0.0,94685.88,40.0,0.0,2020-12-13 00:00:00,2021-09-18 00:00:00,DINHEIRO,"AUDIO,INFORMATICA,UTILIDADES",enviar email de lembrete de pagamento,campanha_urgente_email
173353.0,ALFREDO,173353@testexp00.com.br,,,pode_receber_emails,1,tem_pendencias,alta_prioridade,0,2,0,0,2,67800.0,0.0,67800.0,100.0,0.0,2021-08-22 00:00:00,2021-08-22 00:00:00,DINHEIRO,"AUDIO,INFORMATICA",enviar email de lembrete de pagamento,campanha_urgente_email
139861.0,EULER,139861@testexp00.com.br,,,pode_receber_emails,1,tem_pendencias,alta_prioridade,7,4,0,0,11,66720.5,0.0,100896.18,36.36,0.0,2020-01-15 00:00:00,2021-05-02 00:00:00,BOLETO,"ACESSORIOS,AUDIO,DECORACAO,INFORMATICA,TELEFONIA",enviar email de lembrete de pagamento,campanha_urgente_email
171795.0,MARIA,171795@testexp00.com.br,BA,SALVADOR,pode_receber_emails,1,tem_pendencias,alta_prioridade,0,2,0,0,2,66720.0,0.0,66720.0,100.0,0.0,2021-10-01 00:00:00,2021-10-01 00:00:00,BOLETO,ACESSORIOS,enviar email de lembrete de pagamento,campanha_urgente_email
153549.0,MARCOS,153549@testexp00.com.br,RS,PORTO ALEGRE,pode_receber_emails,1,tem_pendencias,alta_prioridade,7,7,0,0,14,64968.24,0.0,202891.68,50.0,0.0,2020-07-07 00:00:00,2021-05-21 00:00:00,BOLETO,"ACESSORIOS,AUDIO,INFORMATICA,BELEZA,TELEFONIA",enviar email de lembrete de pagamento,campanha_urgente_email
172094.0,ELIANE,172094@testexp00.com.br,PE,BONITO,pode_receber_emails,1,tem_pendencias,alta_prioridade,0,5,0,0,5,64046.4,0.0,64046.4,100.0,0.0,2021-04-11 00:00:00,2021-04-11 00:00:00,BOLETO,"BELEZA,INFORMATICA,TELEFONIA",enviar email de lembrete de pagamento,campanha_urgente_email
94219.0,ELOISE,94219@testexp00.com.br,PR,CURITIBA,pode_receber_emails,1,tem_pendencias,alta_prioridade,10,2,0,0,12,61168.0,0.0,87194.8,16.67,0.0,2019-07-21 00:00:00,2021-07-14 00:00:00,A VISTA,"AUDIO,INFORMATICA,LIVROS",enviar email de lembrete de pagamento,campanha_urgente_email
174812.0,FRANCIELLI,174812@testexp00.com.br,,,pode_receber_emails,1,tem_pendencias,alta_prioridade,0,4,0,0,4,61063.2,0.0,61063.2,100.0,0.0,2021-06-03 00:00:00,2021-06-03 00:00:00,DINHEIRO,AUDIO,enviar email de lembrete de pagamento,campanha_urgente_email
175344.0,FERDINANDO,175344@testexp00.com.br,,,pode_receber_emails,1,tem_pendencias,alta_prioridade,0,2,0,0,2,59928.0,0.0,59928.0,100.0,0.0,2021-06-18 00:00:00,2021-06-18 00:00:00,BOLETO,"ACESSORIOS,INFORMATICA",enviar email de lembrete de pagamento,campanha_urgente_email
166153.0,ANTONIO,166153@testexp00.com.br,,,nao_pode_receber_emails,0,tem_pendencias,alta_prioridade,0,2,0,0,2,58932.0,0.0,58932.0,100.0,0.0,2021-04-01 00:00:00,2021-04-01 00:00:00,BOLETO,"BELEZA,INFORMATICA",tentar contato telefônico ou sms,campanha_urgente_outros
185142.0,EDJANE,185142@testexp00.com.br,,,pode_receber_emails,1,tem_pendencias,alta_prioridade,0,2,0,0,2,56944.0,0.0,56944.0,100.0,0.0,2021-05-28 00:00:00,2021-05-28 00:00:00,BOLETO,AUDIO,enviar email de lembrete de pagamento,campanha_urgente_email
150359.0,TIAGO,150359@testexp00.com.br,SP,SÃO PAULO,pode_receber_emails,1,tem_pendencias,alta_prioridade,3,4,0,0,7,54216.0,0.0,86805.12,57.14,0.0,2020-07-03 00:00:00,2021-06-18 00:00:00,BOLETO,"AUDIO,INFORMATICA,TELEFONIA",enviar email de lembrete de pagamento,campanha_urgente_email
172715.0,EMMANUELLA,172715@testexp00.com.br,,,pode_receber_emails,1,tem_pendencias,alta_prioridade,2,2,0,0,4,53964.0,0.0,81540.0,50.0,0.0,2020-12-14 00:00:00,2021-06-03 00:00:00,DINHEIRO,INFORMATICA,enviar email de lembrete de pagamento,campanha_urgente_email
82935.0,ELENICE,82935@testexp00.com.br,RS,CAXIAS DO SUL,nao_pode_receber_emails,0,tem_pendencias,alta_prioridade,6,4,4,0,14,53664.0,13329.64,83189.48,28.57,28.57,2019-05-10 00:00:00,2021-05-11 00:00:00,CC,"INFORMATICA,TELEFONIA,AUDIO,MODA",tentar contato telefônico ou sms,campanha_urgente_outros
146850.0,PAULO,146850@testexp00.com.br,,,pode_receber_emails,1,tem_pendencias,alta_prioridade,0,7,0,0,7,53610.0,0.0,53610.0,100.0,0.0,2021-04-23 00:00:00,2021-04-23 00:00:00,BOLETO,"AUDIO,INFORMATICA,TELEFONIA",enviar email de lembrete de pagamento,campanha_urgente_email
173731.0,ELIZANDRA,173731@testexp00.com.br,MS,CAMPO GRANDE,pode_receber_emails,1,tem_pendencias,alta_prioridade,2,2,0,0,4,52728.0,0.0,121656.0,50.0,0.0,2021-01-29 00:00:00,2021-04-16 00:00:00,DINHEIRO,"BELEZA,INFORMATICA,AUDIO",enviar email de lembrete de pagamento,campanha_urgente_email
195695.0,DANIELLE,195695@testexp00.com.br,,,nao_pode_receber_emails,0,tem_pendencias,alta_prioridade,0,2,0,0,2,52253.0,0.0,52253.0,100.0,0.0,2021-07-30 00:00:00,2021-07-30 00:00:00,DINHEIRO,"AUDIO,INFORMATICA",tentar contato telefônico ou sms,campanha_urgente_outros
68.0,RODRIGO,68@testexp00.com.br,,,nao_pode_receber_emails,0,tem_pendencias,alta_prioridade,68,6,18,0,92,48395.6,33319.48,277416.48,6.52,19.57,2019-02-18 00:00:00,2021-11-09 00:00:00,"A VISTA,CC,BOLETO","AUDIO,INFORMATICA,BELEZA,MODA,UTILIDADES,BRINQUEDOS,ACESSORIOS,TELEFONIA,LIVROS",tentar contato telefônico ou sms,campanha_urgente_outros
